id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FIP1L1control	72	1.9702e-40	1.147e-06	7.7e-05	1	72	-0.7758	1.0	1.0	0.999999	4312	0	-0.7758
CPSF1control	72	8.086e-38	1.147e-06	7.7e-05	2	72	-1.0066	1.0	1.0	0.999999	4313	0	-1.0066
HNRNPH1control	72	1.3484e-32	1.147e-06	7.7e-05	3	70	-1.1074	1.0	1.0	0.999999	4307	1	-1.1074
NCBP1control	72	4.8219e-27	1.147e-06	7.7e-05	4	49	-1.3541	0.79044	0.9896	0.999999	2656	21	-1.3541
NUDT21control	72	6.5382e-27	1.147e-06	7.7e-05	5	70	-0.74797	1.0	1.0	0.999999	4315	0	-0.74797
controlPABPN1	72	3.4882e-26	1.147e-06	7.7e-05	6	69	-1.0372	0.99998	1.0	0.999999	4122	2	-1.0372
SRSF11control	72	1.3032e-25	1.147e-06	7.7e-05	7	68	-0.58074	1.0	1.0	0.999999	4316	0	-0.58074
AQRcontrol	72	3.0921e-25	1.147e-06	7.7e-05	8	69	-0.96154	1.0	1.0	0.999999	4311	2	-0.96154
CPSF2control	72	1.3662e-22	1.147e-06	7.7e-05	9	66	-0.72054	1.0	1.0	0.999999	4314	1	-0.72054
controlEXOSC2	72	4.0814e-17	1.147e-06	7.7e-05	10	63	-0.6823	1.0	1.0	0.999999	4304	3	-0.6823
controlTHOC5	72	1.1163e-16	1.147e-06	7.7e-05	11	35	-0.15163	0.028814	0.21058	0.755887	995	25	-0.15163
CDK11Bcontrol	72	4.4588e-16	1.147e-06	7.7e-05	12	61	-0.582	1.0	1.0	0.999999	4294	4	-0.582
controlNCBP1	72	9.5147e-16	1.147e-06	7.7e-05	13	48	-1.1775	0.32262	0.81248	0.999999	1928	19	-1.1775
TP53MDM2	9	2.4374e-13	1.147e-06	7.7e-05	14	6	-1.2674	0.73538	0.89672	0.999999	2560	2	-1.2674
controlTHOC2	72	2.534e-12	1.147e-06	7.7e-05	15	58	-0.4202	1.0	1.0	0.999999	4309	4	-0.4202
controlHNRNPA1	72	2.6265e-12	1.147e-06	7.7e-05	16	58	-0.51258	1.0	1.0	0.999999	4306	3	-0.51258
BRCA1PARP1	9	2.3024e-11	1.147e-06	7.7e-05	17	9	-1.1525	1.0	1.0	0.999999	4238	0	-1.1525
CPSF1EXOSC1	9	2.6627e-11	1.147e-06	7.7e-05	18	9	-1.1718	1.0	1.0	0.999999	4305	0	-1.1718
CPSF1MDM2	9	3.7373e-10	1.147e-06	7.7e-05	19	9	-1.3827	1.0	1.0	0.999999	4286	0	-1.3827
WDR33control	72	4.7655e-10	1.147e-06	7.7e-05	20	49	-0.54265	0.99997	1.0	0.999999	4090	12	-0.54265
CPSF6control	72	6.0303e-10	1.147e-06	7.7e-05	21	55	-0.26059	1.0	1.0	0.999999	4310	2	-0.26059
FIP1L1MDM2	9	9.3395e-10	1.147e-06	7.7e-05	22	9	-0.90287	1.0	1.0	0.999999	4303	0	-0.90287
FIP1L1SKIV2L2	9	1.1166e-09	1.147e-06	7.7e-05	23	9	-1.005	1.0	1.0	0.999999	4296	0	-1.005
FIP1L1SRRT	9	3.438e-09	1.147e-06	7.7e-05	24	9	-0.87554	1.0	1.0	0.999999	4301	0	-0.87554
NUDT21EXOSC8	9	3.4493e-09	1.147e-06	7.7e-05	25	9	-1.0807	1.0	1.0	0.999999	4300	0	-1.0807
CPSF1RBM27	9	3.7311e-09	1.147e-06	7.7e-05	26	9	-1.0749	1.0	1.0	0.999999	4299	0	-1.0749
FIP1L1ZCCHC8	9	4.2058e-09	1.147e-06	7.7e-05	27	9	-1.0307	1.0	1.0	0.999999	4298	0	-1.0307
FIP1L1EXOSC2	9	5.4453e-09	1.147e-06	7.7e-05	28	9	-1.2605	1.0	1.0	0.999999	4297	0	-1.2605
controlEXOSC8	72	6.0518e-09	1.147e-06	7.7e-05	29	53	-0.33903	0.99998	1.0	0.999999	4128	5	-0.33903
HNRNPH1DIS3L	9	7.5951e-09	1.147e-06	7.7e-05	30	9	-1.1211	1.0	1.0	0.999999	4295	0	-1.1211
NCBP1MDM2	9	1.9541e-08	1.147e-06	7.7e-05	31	8	-1.4884	0.57191	0.81457	0.999999	2327	1	-1.4884
FIP1L1EXOSC1	9	2.0189e-08	1.147e-06	7.7e-05	32	9	-0.86338	1.0	1.0	0.999999	4293	0	-0.86338
controlSMG1	72	2.1103e-08	1.147e-06	7.7e-05	33	50	-0.50622	1.0	1.0	0.999999	4262	12	-0.50622
CPSF1SKIV2L2	9	2.1363e-08	1.147e-06	7.7e-05	34	9	-0.91316	1.0	1.0	0.999999	4291	0	-0.91316
NUDT21THOC2	9	2.2298e-08	1.147e-06	7.7e-05	35	9	-1.0011	1.0	1.0	0.999999	4290	0	-1.0011
CPSF1PAF1	9	3.3984e-08	1.147e-06	7.7e-05	36	9	-1.1913	1.0	1.0	0.999999	4289	0	-1.1913
CPSF1ALYREF	9	3.6511e-08	1.147e-06	7.7e-05	37	9	-1.2897	1.0	1.0	0.999999	4283	0	-1.2897
FIP1L1EXOSC8	9	3.665e-08	1.147e-06	7.7e-05	38	9	-0.87893	1.0	1.0	0.999999	4223	0	-0.87893
CPSF1ZCCHC8	9	3.7327e-08	1.147e-06	7.7e-05	39	9	-0.94523	1.0	1.0	0.999999	4288	0	-0.94523
HNRNPH1EXOSC7	9	3.7516e-08	1.147e-06	7.7e-05	40	9	-1.3068	1.0	1.0	0.999999	4287	0	-1.3068
RNGTTcontrol	72	4.1902e-08	1.147e-06	7.7e-05	41	48	-0.45008	0.20189	0.67452	0.999999	1670	24	-0.45008
FIP1L1ALYREF	9	4.262e-08	1.147e-06	7.7e-05	42	9	-1.0423	1.0	1.0	0.999999	4259	0	-1.0423
CPSF1EXOSC5	9	5.7575e-08	1.147e-06	7.7e-05	43	9	-1.1265	1.0	1.0	0.999999	4285	0	-1.1265
FIP1L1THOC5	9	5.8227e-08	1.147e-06	7.7e-05	44	9	-1.0908	0.99998	0.99998	0.999999	4139	0	-1.0908
AQRSRRT	9	5.855e-08	1.147e-06	7.7e-05	45	9	-1.1813	1.0	1.0	0.999999	4254	0	-1.1813
CPSF2SRSF1	9	7.1635e-08	1.147e-06	7.7e-05	46	9	-1.0846	1.0	1.0	0.999999	4284	0	-1.0846
FIP1L1NCBP1	9	7.405e-08	1.147e-06	7.7e-05	47	9	-1.3747	1.0	1.0	0.999999	4272	0	-1.3747
CPSF1DCP1A	9	7.5945e-08	1.147e-06	7.7e-05	48	9	-1.0726	0.99999	0.99999	0.999999	4170	0	-1.0726
AQREXOSC1	9	8.5724e-08	1.147e-06	7.7e-05	49	8	-1.128	0.99676	0.99667	0.999999	3463	0	-1.128
CPSF2EXOSC8	9	9.4845e-08	1.147e-06	7.7e-05	50	9	-1.0254	1.0	1.0	0.999999	4282	0	-1.0254
FIP1L1PTBP1	9	1.0267e-07	1.147e-06	7.7e-05	51	9	-0.95733	1.0	1.0	0.999999	4281	0	-0.95733
CPSF1SRSF1	9	1.0667e-07	1.147e-06	7.7e-05	52	9	-1.0634	1.0	1.0	0.999999	4280	0	-1.0634
FIP1L1C17orf85	9	1.0897e-07	1.147e-06	7.7e-05	53	9	-0.90417	1.0	1.0	0.999999	4279	0	-0.90417
CPSF1NCBP1	9	1.2617e-07	1.147e-06	7.7e-05	54	9	-1.3663	1.0	1.0	0.999999	4278	0	-1.3663
AQREXOSC2	9	1.3447e-07	1.147e-06	7.7e-05	55	9	-1.3379	1.0	1.0	0.999999	4277	0	-1.3379
FIP1L1HNRNPC	9	1.445e-07	1.147e-06	7.7e-05	56	9	-0.84504	1.0	1.0	0.999999	4276	0	-0.84504
CPSF1C17orf85	9	1.4991e-07	1.147e-06	7.7e-05	57	9	-1.0444	1.0	1.0	0.999999	4275	0	-1.0444
NUDT21EXOSC2	9	1.5056e-07	1.147e-06	7.7e-05	58	9	-1.1734	1.0	1.0	0.999999	4274	0	-1.1734
CPSF1DIS3L	9	1.7962e-07	1.147e-06	7.7e-05	59	9	-0.94908	1.0	1.0	0.999999	4273	0	-0.94908
AQRRBM27	9	1.9767e-07	1.147e-06	7.7e-05	60	8	-1.2375	0.99867	0.99867	0.999999	3624	0	-1.2375
